Time,Weight
2024-03-03 18:05:04.565037,0.0
2024-03-03 18:05:05.567149,0.0
2024-03-03 18:05:06.569278,0.0
2024-03-03 18:05:07.580013,0.0
2024-03-03 18:05:08.604099,0.0
2024-03-03 18:05:09.632154,0.0
2024-03-03 18:05:10.656346,0.0
2024-03-03 18:05:11.680461,0.0
2024-03-03 18:05:12.708218,0.0
2024-03-03 18:05:13.732390,0.0
2024-03-03 18:05:14.760060,0.0
2024-03-03 18:05:15.784141,0.0
2024-03-03 18:05:16.808194,0.0
2024-03-03 18:05:17.836105,0.0
2024-03-03 18:05:18.860197,0.0
2024-03-03 18:05:19.887987,0.0
2024-03-03 18:05:20.912049,0.0
2024-03-03 18:05:21.935807,0.0
2024-03-03 18:05:22.963798,0.0
2024-03-03 18:05:23.987782,0.0
2024-03-03 18:05:25.011769,0.0
2024-03-03 18:05:26.039728,0.0
2024-03-03 18:05:27.064015,0.0
2024-03-03 18:05:28.091801,0.0
2024-03-03 18:05:29.115996,0.0
2024-03-03 18:05:30.140187,0.0
2024-03-03 18:05:31.167739,0.0
2024-03-03 18:05:32.191808,0.0
2024-03-03 18:05:33.219683,0.0
2024-03-03 18:05:34.243787,0.0
2024-03-03 18:05:35.267969,0.0
2024-03-03 18:05:36.295642,0.0
2024-03-03 18:05:37.319716,0.0
2024-03-03 18:05:38.347631,0.0
2024-03-03 18:05:39.371694,0.0
2024-03-03 18:05:40.395762,0.0
2024-03-03 18:05:41.419837,0.0
2024-03-03 18:05:42.447624,0.0
2024-03-03 18:05:43.471691,0.0
2024-03-03 18:05:44.499609,0.0
2024-03-03 18:05:45.523668,0.0
2024-03-03 18:05:46.547793,0.0
2024-03-03 18:05:47.575403,0.0
2024-03-03 18:05:48.599597,0.0
2024-03-03 18:05:49.627390,0.0
2024-03-03 18:05:50.651508,0.0
2024-03-03 18:05:51.675651,0.0
2024-03-03 18:05:52.703315,0.0
2024-03-03 18:05:53.727397,0.0
2024-03-03 18:05:54.751449,0.0
2024-03-03 18:05:55.779377,0.0
2024-03-03 18:05:56.803436,0.0
2024-03-03 18:05:57.831241,0.0
2024-03-03 18:05:58.855296,0.0
2024-03-03 18:05:59.883209,0.0
2024-03-03 18:06:00.907285,0.0
2024-03-03 18:06:01.931349,0.0
2024-03-03 18:06:02.955420,0.0
2024-03-03 18:06:03.983087,0.0
2024-03-03 18:06:05.007380,0.0
2024-03-03 18:06:06.034984,0.0
2024-03-03 18:06:07.058942,0.0
