Time,Weight
2024-03-07 12:13:18.250685,0.0
2024-03-07 12:13:19.252804,0.0
2024-03-07 12:13:20.254850,0.0
2024-03-07 12:13:21.256972,0.0
2024-03-07 12:13:22.259048,0.0
2024-03-07 12:13:23.261154,0.0
2024-03-07 12:13:24.265116,0.0
2024-03-07 12:13:25.269134,0.0
2024-03-07 12:13:26.271288,0.0
2024-03-07 12:13:27.273439,0.0
2024-03-07 12:13:28.275546,0.0
2024-03-07 12:13:29.277612,0.0
2024-03-07 12:13:30.279749,0.0
2024-03-07 12:13:31.281618,0.0
2024-03-07 12:13:32.283755,0.0
2024-03-07 12:13:33.285976,0.0
2024-03-07 12:13:34.288188,0.0
2024-03-07 12:13:35.296865,0.0
2024-03-07 12:13:36.324790,0.0
2024-03-07 12:13:37.348686,0.0
2024-03-07 12:13:38.376709,0.0
2024-03-07 12:13:39.400756,0.0
2024-03-07 12:13:40.428665,0.0
2024-03-07 12:13:41.453260,0.0
2024-03-07 12:13:42.480861,0.0
2024-03-07 12:13:43.505322,0.0
2024-03-07 12:13:44.532782,0.0
2024-03-07 12:13:45.556834,0.0
2024-03-07 12:13:46.584771,0.0
2024-03-07 12:13:47.608826,0.0
2024-03-07 12:13:48.636578,0.0
2024-03-07 12:13:49.661125,0.0
2024-03-07 12:13:50.688632,0.0
2024-03-07 12:13:51.712579,0.0
2024-03-07 12:13:52.740716,0.0
2024-03-07 12:13:53.764552,0.0
2024-03-07 12:13:54.788539,0.0
2024-03-07 12:13:55.816621,0.0
2024-03-07 12:13:56.840560,0.0
2024-03-07 12:13:57.868817,0.0
2024-03-07 12:13:58.892880,0.0
2024-03-07 12:13:59.920794,0.0
2024-03-07 12:14:00.944875,0.0
2024-03-07 12:14:01.972924,34.51
2024-03-07 12:14:02.996501,0.0
2024-03-07 12:14:04.024463,0.0
2024-03-07 12:14:05.048408,0.0
2024-03-07 12:14:06.076404,0.0
2024-03-07 12:14:07.100459,0.0
2024-03-07 12:14:08.128742,0.0
2024-03-07 12:14:09.152789,0.0
2024-03-07 12:14:10.180706,0.0
2024-03-07 12:14:11.204769,0.0
2024-03-07 12:14:12.232692,0.0
2024-03-07 12:14:13.256785,0.0
2024-03-07 12:14:14.284402,0.0
2024-03-07 12:14:15.309185,0.0
2024-03-07 12:14:16.336382,0.0
2024-03-07 12:14:17.360748,0.0
2024-03-07 12:14:18.388386,0.0
2024-03-07 12:14:19.412532,0.0
2024-03-07 12:14:20.440207,0.0
2024-03-07 12:14:21.464284,0.0
2024-03-07 12:14:22.492179,0.0
2024-03-07 12:14:23.520333,54.24
2024-03-07 12:14:24.544265,43.29
2024-03-07 12:14:25.568210,0.0
2024-03-07 12:14:26.596157,0.0
2024-03-07 12:14:27.620188,0.0
2024-03-07 12:14:28.648140,0.16
2024-03-07 12:14:29.672517,0.11
2024-03-07 12:14:30.700255,0.0
2024-03-07 12:14:31.724534,0.0
2024-03-07 12:14:32.752248,0.0
2024-03-07 12:14:33.776485,0.0
2024-03-07 12:14:34.804230,0.0
2024-03-07 12:14:35.828450,0.0
2024-03-07 12:14:36.852521,0.0
2024-03-07 12:14:37.880605,14.9
2024-03-07 12:14:38.904524,0.0
2024-03-07 12:14:39.932381,0.0
2024-03-07 12:14:40.956536,0.0
2024-03-07 12:14:41.984395,0.0
2024-03-07 12:14:43.008523,0.0
2024-03-07 12:14:44.036361,0.0
2024-03-07 12:14:45.060468,0.0
2024-03-07 12:14:46.088084,0.0
2024-03-07 12:14:47.112401,0.0
2024-03-07 12:14:48.140081,0.0
2024-03-07 12:14:49.164383,0.0
2024-03-07 12:14:50.192057,0.0
2024-03-07 12:14:51.216456,0.0
2024-03-07 12:14:52.244031,0.0
2024-03-07 12:14:53.268114,0.0
2024-03-07 12:14:54.296014,0.0
2024-03-07 12:14:55.320083,0.0
2024-03-07 12:14:56.348002,0.0
2024-03-07 12:14:57.372189,0.0
2024-03-07 12:14:58.399910,0.0
2024-03-07 12:14:59.424256,0.0
2024-03-07 12:15:00.451949,0.0
2024-03-07 12:15:01.475826,0.0
2024-03-07 12:15:02.503880,0.0
2024-03-07 12:15:03.527886,0.0
2024-03-07 12:15:04.555797,0.0
2024-03-07 12:15:05.579991,0.0
2024-03-07 12:15:06.607903,0.0
2024-03-07 12:15:07.631861,0.0
2024-03-07 12:15:08.660064,0.0
2024-03-07 12:15:09.684034,0.0
2024-03-07 12:15:10.711948,0.0
2024-03-07 12:15:11.735986,0.0
2024-03-07 12:15:12.763977,0.0
2024-03-07 12:15:13.788110,0.0
2024-03-07 12:15:14.815952,0.0
2024-03-07 12:15:15.839990,0.0
2024-03-07 12:15:16.868061,0.0
2024-03-07 12:15:17.891872,0.0
2024-03-07 12:15:18.919801,0.0
2024-03-07 12:15:19.943677,0.0
2024-03-07 12:15:20.971858,0.0
2024-03-07 12:15:21.995896,0.0
2024-03-07 12:15:23.023775,0.0
2024-03-07 12:15:24.047993,0.0
2024-03-07 12:15:25.075633,0.0
2024-03-07 12:15:26.099634,0.0
